                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     35,                0.57871,                0.33138,                  1.193,                0.93633,                0.88028,                0.92647,                0.66414,                 1.1215,                0.48402,                 1.8484,              0.0099585,              0.0099585,              0.0099585
                     36,                0.58025,                0.33165,                 1.1993,                0.92602,                0.87059,                0.91682,                0.65102,                 1.1481,                0.50023,                 1.8814,              0.0099559,              0.0099559,              0.0099559
                     37,                 0.5802,                0.33786,                 1.1953,                0.91708,                 0.8955,                0.93045,                0.65832,                 1.1263,                0.49054,                 1.8328,              0.0099533,              0.0099533,              0.0099533
                     38,                0.57428,                0.33949,                 1.1909,                0.96115,                0.86471,                0.92403,                0.65524,                 1.1385,                0.49479,                 1.8947,              0.0099506,              0.0099506,              0.0099506
                     39,                 0.5799,                0.33917,                 1.1816,                0.94172,                0.88339,                0.92765,                 0.6573,                 1.1412,                0.48796,                  1.881,              0.0099478,              0.0099478,              0.0099478
                     40,                0.57452,                 0.3284,                 1.1878,                0.93422,                0.87958,                0.92752,                0.65546,                 1.1356,                0.48061,                 1.8456,               0.009945,               0.009945,               0.009945
                     41,                0.57086,                0.33673,                 1.1933,                0.94633,                0.86644,                0.92354,                0.64487,                 1.1543,                0.49996,                 1.8807,              0.0099421,              0.0099421,              0.0099421
                     42,                 0.5658,                0.33247,                  1.182,                0.93689,                0.86817,                0.92132,                0.65576,                 1.1388,                0.50741,                 1.8926,              0.0099391,              0.0099391,              0.0099391
                     43,                0.57181,                0.32521,                 1.1771,                0.93676,                0.87128,                  0.921,                0.65415,                 1.1412,                0.49018,                 1.8703,               0.009936,               0.009936,               0.009936
                     44,                0.57066,                0.33424,                 1.1778,                0.92839,                0.87474,                0.92308,                0.65011,                 1.1258,                0.49169,                 1.8641,              0.0099328,              0.0099328,              0.0099328
                     45,                0.56187,                0.32662,                 1.1719,                0.93673,                0.87093,                 0.9213,                0.64866,                 1.1432,                0.49261,                 1.8313,              0.0099296,              0.0099296,              0.0099296
                     46,                0.55799,                0.32041,                 1.1636,                0.95135,                0.86609,                0.92181,                0.65779,                 1.1449,                0.49169,                 1.8837,              0.0099263,              0.0099263,              0.0099263
                     47,                0.56264,                0.32208,                 1.1654,                0.94166,                0.86574,                0.92123,                0.66097,                 1.1218,                0.48906,                 1.8523,              0.0099229,              0.0099229,              0.0099229
                     48,                 0.5587,                0.33127,                 1.1693,                0.94573,                0.87439,                 0.9253,                0.65798,                 1.1308,                0.48803,                 1.8683,              0.0099195,              0.0099195,              0.0099195
                     49,                0.55627,                0.33444,                 1.1749,                0.95503,                0.87439,                0.92828,                0.64781,                 1.1432,                 0.4861,                 1.8936,              0.0099159,              0.0099159,              0.0099159
                     50,                 0.5616,                0.32499,                  1.166,                  0.941,                0.86644,                0.92102,                0.65668,                 1.1343,                0.49017,                 1.8792,              0.0099123,              0.0099123,              0.0099123
                     51,                0.55337,                0.31389,                 1.1719,                0.94721,                 0.8692,                0.92345,                0.66084,                 1.1228,                0.48982,                  1.876,              0.0099086,              0.0099086,              0.0099086
                     52,                0.55427,                0.31961,                  1.177,                0.94047,                0.86367,                0.92005,                0.64475,                 1.1364,                 0.4954,                 1.8535,              0.0099049,              0.0099049,              0.0099049
                     53,                0.55619,                0.33272,                 1.1639,                0.92381,                0.86851,                0.91872,                0.65079,                 1.1409,                 0.4955,                 1.8568,              0.0099011,              0.0099011,              0.0099011
                     54,                0.55128,                0.32261,                 1.1659,                0.92751,                0.86782,                0.91684,                0.65128,                 1.1296,                0.49805,                 1.8985,              0.0098972,              0.0098972,              0.0098972
                     55,                0.54594,                0.32584,                 1.1533,                0.92733,                0.84775,                0.90856,                0.64106,                 1.1419,                0.52713,                 1.9333,              0.0098932,              0.0098932,              0.0098932
                     56,                0.54713,                0.32287,                 1.1632,                0.94592,                0.87751,                 0.9255,                0.66005,                 1.1262,                0.48886,                 1.9037,              0.0098891,              0.0098891,              0.0098891
                     57,                0.55553,                0.31835,                  1.159,                0.93604,                0.87612,                0.92439,                0.66153,                 1.1354,                0.49027,                 1.8763,               0.009885,               0.009885,               0.009885
                     58,                0.54251,                0.32707,                 1.1482,                0.92757,                0.86851,                0.91991,                0.64148,                 1.1443,                0.51541,                 1.8795,              0.0098808,              0.0098808,              0.0098808
                     59,                0.54584,                0.32362,                  1.138,                0.93106,                 0.8692,                0.91931,                0.64876,                 1.1273,                0.49887,                 1.9034,              0.0098765,              0.0098765,              0.0098765
                     60,                0.54671,                0.32676,                 1.1411,                0.91997,                0.87509,                0.91981,                0.64999,                 1.1267,                0.50218,                  1.889,              0.0098722,              0.0098722,              0.0098722
                     61,                0.54084,                0.31406,                 1.1445,                0.93663,                0.88478,                0.92799,                0.65684,                 1.1423,                0.49243,                 1.8764,              0.0098677,              0.0098677,              0.0098677
                     62,                0.54365,                0.31396,                 1.1489,                0.93984,                0.87024,                0.92259,                0.66088,                 1.1308,                0.49436,                 1.8958,              0.0098632,              0.0098632,              0.0098632
                     63,                0.53928,                0.32207,                 1.1347,                0.96184,                0.85467,                0.91958,                0.64461,                  1.144,                0.49486,                 1.8677,              0.0098587,              0.0098587,              0.0098587
                     64,                0.53754,                0.30639,                  1.147,                0.94111,                0.86817,                0.92212,                0.66101,                 1.1237,                0.48543,                 1.8863,               0.009854,               0.009854,               0.009854
                     65,                0.53522,                0.31087,                 1.1406,                0.95006,                0.86886,                0.92501,                0.65194,                 1.1428,                0.48936,                 1.9208,              0.0098493,              0.0098493,              0.0098493
                     66,                0.53748,                0.31519,                 1.1464,                0.93044,                0.88408,                0.92898,                0.66269,                 1.1305,                0.48362,                 1.9244,              0.0098445,              0.0098445,              0.0098445
                     67,                0.54268,                0.32646,                 1.1349,                0.92569,                0.88789,                0.92919,                0.64983,                 1.1402,                0.49421,                 1.9243,              0.0098396,              0.0098396,              0.0098396
                     68,                0.53484,                0.32138,                  1.133,                0.92712,                0.88478,                0.92627,                 0.6504,                 1.1453,                0.49933,                 1.9594,              0.0098347,              0.0098347,              0.0098347
                     69,                0.53715,                0.32073,                 1.1239,                0.93149,                0.87509,                0.92202,                0.64595,                 1.1458,                0.50712,                 1.9672,              0.0098297,              0.0098297,              0.0098297
                     70,                0.52626,                0.30885,                 1.1379,                0.92941,                0.87474,                 0.9196,                0.65514,                 1.1293,                0.49498,                  1.896,              0.0098246,              0.0098246,              0.0098246
                     71,                0.53137,                0.31491,                 1.1346,                0.93452,                0.87405,                0.92334,                0.65055,                 1.1445,                0.50589,                  1.942,              0.0098194,              0.0098194,              0.0098194
                     72,                0.53125,                0.31905,                 1.1318,                0.92439,                0.87993,                 0.9231,                0.64731,                  1.147,                0.50864,                 1.9438,              0.0098142,              0.0098142,              0.0098142
                     73,                0.53024,                0.30497,                 1.1425,                0.93139,                 0.8737,                0.92149,                0.65381,                 1.1296,                0.49629,                  1.907,              0.0098088,              0.0098088,              0.0098088
