                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     40,                0.37551,                0.52166,                0.26917,                0.98895,                      1,                      1,                  0.995,                0.90495,                      1,                      1,                  0.995,                0.90801,                0.45218,                0.51422,                 0.2819,                 0.9964,              0.0018288,              0.0018288,              0.0018288
                     41,                0.34365,                0.50274,                0.24707,                0.97058,                      1,                      1,                  0.995,                0.94542,                      1,                      1,                  0.995,                 0.9215,                0.41688,                0.59849,                0.32783,                0.89248,                0.00182,                0.00182,                0.00182
                     42,                0.36816,                0.53169,                0.25948,                0.97798,                      1,                      1,                  0.995,                0.89714,                      1,                      1,                  0.995,                0.89535,                0.49157,                0.51969,                0.34926,                 1.0163,              0.0018109,              0.0018109,              0.0018109
                     43,                0.35409,                0.49576,                0.25297,                0.98307,                      1,                      1,                  0.995,                 0.9561,                      1,                      1,                  0.995,                0.92314,                0.39263,                0.67484,                0.30002,                0.87514,              0.0018017,              0.0018017,              0.0018017
                     44,                 0.3401,                0.52943,                0.25842,                0.96407,                      1,                      1,                  0.995,                0.91502,                      1,                      1,                  0.995,                0.96042,                0.60574,                0.51314,                0.32838,                 1.0487,              0.0017923,              0.0017923,              0.0017923
                     45,                0.35088,                0.50149,                0.25302,                0.96361,                      1,                      1,                  0.995,                0.92703,                      1,                      1,                  0.995,                0.92408,                0.51035,                 0.5353,                0.29668,                0.97268,              0.0017826,              0.0017826,              0.0017826
                     46,                0.34968,                0.48131,                0.25572,                0.96099,                      1,                      1,                  0.995,                0.89822,                      1,                      1,                  0.995,                0.89589,                0.59203,                0.57783,                0.33416,                 1.0265,              0.0017728,              0.0017728,              0.0017728
                     47,                0.36832,                 0.4863,                 0.2513,                0.97636,                      1,                      1,                  0.995,                0.96101,                      1,                      1,                  0.995,                0.93822,                0.43925,                0.51316,                0.29616,                0.87552,              0.0017628,              0.0017628,              0.0017628
                     48,                 0.3464,                0.47003,                 0.2449,                0.95658,                      1,                      1,                  0.995,                0.93102,                      1,                      1,                  0.995,                0.91126,                0.42057,                0.48915,                 0.2988,                0.91527,              0.0017526,              0.0017526,              0.0017526
                     49,                0.32825,                 0.4792,                0.23365,                0.96624,                      1,                      1,                  0.995,                0.97446,                      1,                      1,                  0.995,                0.97446,                0.36547,                0.47583,                0.27045,                0.85874,              0.0017422,              0.0017422,              0.0017422
                     50,                0.33216,                  0.504,                0.23641,                0.94708,                      1,                      1,                  0.995,                  0.933,                      1,                      1,                  0.995,                0.93654,                0.41815,                0.51255,                0.28384,                0.90865,              0.0017317,              0.0017317,              0.0017317
                     51,                0.35397,                0.48006,                0.23922,                 0.9569,                      1,                      1,                  0.995,                0.91984,                      1,                      1,                  0.995,                0.93686,                0.54499,                0.57996,                0.28509,                 1.1288,              0.0017209,              0.0017209,              0.0017209
