                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     96,                 0.5291,                0.29498,                  1.423,                0.97137,                0.93688,                0.96263,                0.70416,                 1.0698,                0.40773,                 2.3186,              0.0011032,              0.0011032,              0.0011032
                     97,                0.53007,                0.29068,                 1.4312,                0.97347,                0.94083,                0.96659,                0.70353,                 1.0642,                0.40508,                 2.2807,              0.0010877,              0.0010877,              0.0010877
                     98,                0.52736,                0.28675,                 1.4075,                0.97757,                0.93491,                0.96369,                0.69966,                 1.0575,                0.40253,                 2.3761,              0.0010722,              0.0010722,              0.0010722
                     99,                0.52424,                0.28739,                 1.3961,                0.97908,                0.92308,                0.95733,                0.70003,                 1.0486,                 0.4007,                 2.3413,              0.0010566,              0.0010566,              0.0010566
                    100,                0.53687,                0.29332,                  1.426,                0.98152,                 0.9428,                0.96667,                0.69032,                 1.0788,                0.40781,                 2.3224,              0.0010411,              0.0010411,              0.0010411
                    101,                0.53325,                0.29113,                 1.4344,                0.96781,                0.94872,                0.96931,                0.70382,                  1.064,                0.40523,                 2.2325,              0.0010256,              0.0010256,              0.0010256
                    102,                0.52225,                0.28527,                 1.4214,                 0.9833,                0.92899,                0.96085,                0.70119,                 1.0744,                0.40298,                 2.4028,                0.00101,                0.00101,                0.00101
                    103,                0.51882,                0.28657,                  1.402,                0.96945,                0.93886,                0.96467,                0.70649,                 1.0494,                0.39508,                 2.2734,             0.00099445,             0.00099445,             0.00099445
                    104,                0.52154,                0.28327,                 1.4371,                0.95156,                0.93491,                0.95962,                0.68632,                 1.0688,                0.41397,                 2.3386,              0.0009789,              0.0009789,              0.0009789
                    105,                0.51405,                0.27949,                 1.3869,                 0.9716,                0.94469,                0.96679,                0.69132,                 1.0734,                0.40655,                 2.5316,             0.00096336,             0.00096336,             0.00096336
                    106,                0.51092,                0.28078,                 1.3654,                0.97581,                0.95464,                0.97072,                0.70076,                 1.0762,                0.39586,                  2.414,             0.00094784,             0.00094784,             0.00094784
