                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     24,                 1.3334,                  1.444,                 1.0129,                  1.108,                0.93478,                0.51812,                0.74858,                0.55187,                0.93478,                0.51812,                0.74858,                0.56025,                 1.2104,                 1.2622,                 1.0351,                 1.0797,              0.0016182,              0.0016182,              0.0016182
                     25,                 1.3413,                 1.4614,                0.98705,                 1.1024,                0.97619,                0.51812,                0.75548,                0.55858,                0.97619,                0.51812,                0.75548,                0.56057,                 1.2364,                 1.2293,                0.93928,                  1.111,              0.0016137,              0.0016137,              0.0016137
                     26,                 1.3052,                   1.46,                0.95279,                 1.0968,                0.64167,                0.49638,                0.54926,                0.36105,                0.64167,                0.49638,                0.54926,                0.39373,                 1.1667,                 1.4648,                 1.0244,                0.95067,              0.0016091,              0.0016091,              0.0016091
                     27,                   1.34,                  1.462,                0.96636,                 1.1115,                0.97619,                0.51812,                0.75738,                0.43269,                0.97619,                0.51812,                0.75738,                0.54769,                 1.5055,                 1.3234,                  1.064,                 1.0463,              0.0016042,              0.0016042,              0.0016042
                     28,                  1.402,                 1.4732,                0.99803,                 1.1247,                0.95455,                0.51812,                0.74167,                0.59092,                0.95455,                0.51812,                0.74167,                 0.5798,                 1.1906,                 1.3107,                0.98013,                0.98447,              0.0015991,              0.0015991,              0.0015991
                     29,                  1.329,                 1.4111,                0.94786,                 1.1102,                   0.75,                0.49638,                0.60232,                0.42001,                   0.75,                0.49638,                0.60232,                0.45378,                 1.2803,                 1.3375,                0.96237,                 1.0677,              0.0015939,              0.0015939,              0.0015939
                     30,                 1.3517,                 1.4345,                0.95026,                 1.0954,                0.45652,                0.45652,                0.47024,                0.36202,                0.45652,                0.45652,                0.47024,                0.33422,                 1.2375,                 1.2839,                 1.0512,                 1.0668,              0.0015885,              0.0015885,              0.0015885
                     31,                 1.2856,                 1.4314,                0.92533,                   1.08,                   0.75,                0.47464,                0.63271,                0.49973,                   0.75,                0.47464,                0.63271,                0.49963,                 1.0992,                 1.1809,                0.86665,                0.95008,              0.0015829,              0.0015829,              0.0015829
                     32,                 1.2578,                 1.3895,                0.89563,                 1.0593,                      1,                0.49638,                0.74815,                0.58275,                      1,                0.49638,                0.74815,                0.60118,                 1.0638,                 1.2498,                0.83099,                0.92701,              0.0015771,              0.0015771,              0.0015771
                     33,                 1.3142,                  1.382,                0.92324,                 1.0717,                      1,                0.62319,                0.81153,                0.53407,                      1,                0.62319,                0.81153,                0.54224,                 1.2902,                 1.2794,                 1.0292,                0.96607,              0.0015711,              0.0015711,              0.0015711
                     34,                 1.2584,                 1.3678,                0.91657,                 1.0667,                0.97826,                0.56159,                0.78016,                0.54737,                0.97826,                0.56159,                0.78016,                0.54349,                 1.2872,                 1.3016,                 0.9532,                0.99629,              0.0015649,              0.0015649,              0.0015649
                     35,                 1.2994,                  1.361,                0.90982,                 1.0722,                0.97368,                0.47464,                0.73449,                0.53173,                      1,                0.49638,                0.74815,                0.60649,                 1.1792,                 1.2425,                0.97553,                0.98764,              0.0015586,              0.0015586,              0.0015586
                     36,                 1.2502,                 1.3614,                0.87756,                  1.081,                      1,                0.57971,                0.78981,                0.55445,                      1,                0.57971,                0.78981,                0.58656,                 1.1407,                 1.1682,                0.95068,                0.96047,              0.0015521,              0.0015521,              0.0015521
                     37,                 1.2405,                 1.3933,                0.87018,                 1.0667,                0.97727,                0.62319,                0.80945,                0.55616,                0.97727,                0.62319,                0.80945,                0.51427,                 1.1881,                 1.4269,                0.96606,                0.98907,              0.0015454,              0.0015454,              0.0015454
                     38,                 1.2429,                 1.3859,                 0.8936,                 1.0689,                      1,                0.53986,                0.76986,                0.56752,                      1,                0.53986,                0.76986,                0.60957,                 1.1951,                   1.23,                0.86761,                0.96818,              0.0015385,              0.0015385,              0.0015385
                     39,                  1.231,                 1.3651,                0.86861,                 1.0849,                      1,                0.51812,                0.75904,                  0.576,                      1,                0.51812,                0.75904,                0.60024,                 1.0751,                 1.3236,                0.86375,                0.93721,              0.0015315,              0.0015315,              0.0015315
                     40,                 1.1955,                 1.3523,                0.84714,                 1.0459,                   0.75,                0.51812,                0.65446,                0.50357,                   0.75,                0.51812,                0.65446,                0.49441,                 1.1039,                 1.2287,                 0.8711,                0.97082,              0.0015243,              0.0015243,              0.0015243
                     41,                  1.222,                 1.3939,                0.86767,                 1.0585,                0.72523,                0.57971,                0.67637,                0.43133,                0.72523,                0.57971,                0.67637,                0.48004,                 1.2109,                  1.223,                 0.9093,                 1.0054,              0.0015169,              0.0015169,              0.0015169
                     42,                 1.1792,                  1.386,                0.84864,                 1.0618,                      1,                0.64493,                0.82233,                0.51047,                      1,                0.64493,                0.82233,                0.59061,                 1.0943,                 1.2947,                0.90384,                0.99496,              0.0015094,              0.0015094,              0.0015094
                     43,                 1.1989,                 1.3333,                0.86436,                 1.0602,                0.97727,                0.53986,                0.76187,                0.57523,                0.97727,                0.53986,                0.76187,                0.57386,                 1.0284,                 1.3283,                0.82023,                0.91438,              0.0015017,              0.0015017,              0.0015017
                     44,                 1.1691,                  1.333,                  0.844,                 1.0389,                   0.75,                0.51812,                0.65446,                0.55341,                   0.75,                0.51812,                0.65446,                0.51149,                 1.0065,                 1.1691,                0.77435,                0.95337,              0.0014938,              0.0014938,              0.0014938
                     45,                 1.2147,                 1.3675,                0.83147,                 1.0403,                      1,                0.72826,                  0.864,                0.57665,                      1,                0.72826,                  0.864,                0.59052,                 1.1474,                 1.2564,                 1.0238,                0.97682,              0.0014858,              0.0014858,              0.0014858
                     46,                 1.2126,                 1.3425,                0.84743,                  1.051,                0.97619,                0.51812,                 0.7431,                0.63435,                0.97619,                0.51812,                 0.7431,                 0.5431,                 1.1633,                 1.2293,                0.94096,                 1.0097,              0.0014776,              0.0014776,              0.0014776
                     47,                 1.1455,                 1.2939,                0.79495,                 1.0186,                0.97826,                0.64493,                0.81617,                0.60299,                0.97826,                0.64493,                0.81617,                0.63221,                0.96003,                 1.2303,                0.78017,                0.92228,              0.0014693,              0.0014693,              0.0014693
                     48,                 1.1808,                 1.3419,                0.80266,                 1.0504,                   0.75,                0.64493,                0.73941,                0.53429,                   0.75,                0.64493,                0.73941,                0.49405,                 1.0555,                 1.1688,                0.73972,                0.92659,              0.0014608,              0.0014608,              0.0014608
                     49,                 1.1641,                 1.3118,                0.81951,                 1.0323,                    0.5,                0.41304,                0.45649,                0.36084,                    0.5,                0.41304,                0.45649,                0.33414,                 1.1316,                 1.2795,                0.80856,                      1,              0.0014522,              0.0014522,              0.0014522
                     50,                 1.1306,                  1.305,                 0.7943,                 1.0279,                0.97619,                0.60145,                0.79905,                0.59339,                0.97619,                0.60145,                0.79905,                0.57195,                 1.0368,                  1.205,                0.85344,                0.97296,              0.0014434,              0.0014434,              0.0014434
                     51,                 1.2548,                 1.3135,                0.85616,                 1.0413,                0.47059,                0.34783,                0.41058,                0.31214,                0.47059,                0.34783,                0.41058,                0.29917,                 1.0978,                 1.1595,                 0.8088,                0.94419,              0.0014344,              0.0014344,              0.0014344
                     52,                 1.1854,                 1.3293,                0.83187,                 1.0293,                      1,                0.57971,                0.78981,                0.56284,                      1,                0.57971,                0.78981,                0.54558,                  1.101,                 1.1716,                0.85261,                0.96663,              0.0014253,              0.0014253,              0.0014253
                     53,                 1.2218,                 1.3529,                0.83329,                 1.0233,                      1,                0.60145,                0.80071,                0.51455,                      1,                0.60145,                0.80071,                0.53941,                  1.112,                 1.1361,                0.85069,                0.96199,              0.0014161,              0.0014161,              0.0014161
                     54,                 1.1325,                 1.3111,                0.79348,                 1.0084,                      1,                0.60145,                0.80071,                0.53889,                      1,                0.60145,                0.80071,                0.56077,                 1.1153,                  1.095,                0.75555,                0.93771,              0.0014067,              0.0014067,              0.0014067
                     55,                 1.1899,                 1.2709,                0.79838,                 1.0155,                0.66667,                0.51812,                 0.5646,                0.40047,                0.66667,                0.51812,                0.57835,                0.41046,                 1.0959,                 1.1626,                0.82156,                0.92127,              0.0013972,              0.0013972,              0.0013972
                     56,                 1.0901,                 1.2428,                0.76385,                 1.0059,                      1,                0.56159,                0.78066,                0.58661,                      1,                0.56159,                0.78066,                0.58644,                 1.0519,                 1.1136,                0.80715,                 0.9091,              0.0013875,              0.0013875,              0.0013875
                     57,                 1.1118,                 1.2982,                0.76943,                 1.0085,                   0.75,                0.68478,                0.65488,                0.49021,                   0.75,                0.68478,                 0.7183,                0.48487,                  1.095,                 1.1173,                0.86034,                0.92857,              0.0013777,              0.0013777,              0.0013777
                     58,                 1.0766,                 1.2435,                0.75725,                0.99291,                      1,                0.64493,                0.82233,                0.58529,                      1,                0.64493,                0.82233,                0.58002,                 1.1786,                 1.1808,                0.81944,                0.91551,              0.0013678,              0.0013678,              0.0013678
                     59,                 1.1125,                 1.2543,                0.76954,                 1.0045,                0.81061,                0.62319,                0.69357,                0.50248,                0.81061,                0.62319,                0.69357,                0.49266,                 1.1011,                 1.1352,                   0.87,                0.93643,              0.0013578,              0.0013578,              0.0013578
                     60,                 1.1225,                 1.2357,                0.76282,                 1.0003,                0.81159,                0.64493,                0.76372,                0.52477,                0.81159,                0.64493,                0.76372,                0.54015,                 1.0885,                 1.2121,                 0.8013,                0.97973,              0.0013476,              0.0013476,              0.0013476
                     61,                 1.1275,                  1.257,                0.77447,                 1.0073,                0.64394,                0.53986,                0.56562,                0.40568,                0.64394,                0.53986,                0.56562,                0.40532,                 1.1456,                 1.2213,                0.83234,                0.93148,              0.0013373,              0.0013373,              0.0013373
                     62,                  1.087,                 1.2266,                0.72588,                 1.0024,                0.81159,                0.64493,                0.73735,                0.48666,                0.81159,                0.64493,                0.73735,                0.51004,                 1.1571,                 1.2764,                0.82249,                0.94535,              0.0013269,              0.0013269,              0.0013269
                     63,                 1.0986,                 1.2254,                0.74477,                 1.0146,                0.83333,                0.62319,                0.70042,                0.49606,                0.83333,                0.62319,                0.70042,                0.49203,                 1.0522,                 1.1372,                0.82424,                0.98259,              0.0013163,              0.0013163,              0.0013163
                     64,                 1.0709,                 1.2401,                0.74279,                 1.0052,                0.68839,                0.56159,                0.59997,                0.45341,                0.68839,                0.56159,                0.59997,                0.44863,                 1.0846,                 1.3462,                0.82876,                0.94124,              0.0013056,              0.0013056,              0.0013056
