                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     35,                 1.8761,                 1.7794,                  2.295,                0.91304,                0.04976,                0.48157,                0.27448,                 2.7694,                 2.2238,                 3.0777,              0.0018699,              0.0018699,              0.0018699
                     36,                 1.8453,                 1.7969,                 2.0715,                0.91304,                0.04976,                0.48157,                0.27448,                 2.7694,                 2.2238,                 3.0777,              0.0018621,              0.0018621,              0.0018621
                     37,                 1.7827,                 1.4795,                 1.9964,                0.22677,                0.14455,                0.17918,                0.08048,                 3.0579,                 3.3052,                 4.1873,              0.0018541,              0.0018541,              0.0018541
                     38,                 1.6609,                 1.3699,                 2.0869,                0.22677,                0.14455,                0.17918,                0.08048,                 3.0579,                 3.3052,                 4.1873,              0.0018459,              0.0018459,              0.0018459
                     39,                 1.7041,                 1.4165,                 2.2098,                0.22677,                0.14455,                0.17918,                0.08048,                 3.0579,                 3.3052,                 4.1873,              0.0018374,              0.0018374,              0.0018374
                     40,                 1.5994,                 1.1867,                 2.0096,                0.21713,                0.32401,                0.19198,                0.07241,                 2.6715,                 4.8799,                 3.6814,              0.0018288,              0.0018288,              0.0018288
                     41,                 1.5017,                 1.0329,                 1.9031,                0.21713,                0.32401,                0.19198,                0.07241,                 2.6715,                 4.8799,                 3.6814,                0.00182,                0.00182,                0.00182
                     42,                 1.5705,                 1.0974,                 1.9857,                0.21713,                0.32401,                0.19198,                0.07241,                 2.6715,                 4.8799,                 3.6814,              0.0018109,              0.0018109,              0.0018109
                     43,                  1.585,                 1.1095,                 2.1068,                0.41261,                0.44611,                0.37183,                  0.149,                  2.366,                 3.5619,                  2.733,              0.0018017,              0.0018017,              0.0018017
                     44,                  1.446,                 1.1104,                  1.949,                0.41261,                0.44611,                0.37183,                  0.149,                  2.366,                 3.5619,                  2.733,              0.0017923,              0.0017923,              0.0017923
                     45,                 1.4618,                 1.1031,                 1.9468,                0.41261,                0.44611,                0.37183,                  0.149,                  2.366,                 3.5619,                  2.733,              0.0017826,              0.0017826,              0.0017826
                     46,                 1.5134,                 1.1239,                 2.0344,                0.40008,                0.43602,                0.37904,                0.18168,                 2.0956,                 3.1542,                 2.5441,              0.0017728,              0.0017728,              0.0017728
                     47,                 1.3608,                 1.0245,                 1.8759,                0.40008,                0.43602,                0.37904,                0.18168,                 2.0956,                 3.1542,                 2.5441,              0.0017628,              0.0017628,              0.0017628
                     48,                 1.3929,                0.98805,                 1.9942,                0.40008,                0.43602,                0.37904,                0.18168,                 2.0956,                 3.1542,                 2.5441,              0.0017526,              0.0017526,              0.0017526
                     49,                  1.376,                0.97566,                 1.8898,                0.40008,                0.43602,                0.37904,                0.18168,                 2.0956,                 3.1542,                 2.5441,              0.0017422,              0.0017422,              0.0017422
                     50,                 1.5195,                 1.0587,                 2.2177,                0.39627,                0.45972,                0.40991,                0.20324,                 2.1187,                 2.2711,                 2.6596,              0.0017317,              0.0017317,              0.0017317
                     51,                 1.4714,                 1.0351,                 2.0975,                0.39627,                0.45972,                0.40991,                0.20324,                 2.1187,                 2.2711,                 2.6596,              0.0017209,              0.0017209,              0.0017209
                     52,                 1.4608,                 1.0392,                 2.0059,                0.39627,                0.45972,                0.40991,                0.20324,                 2.1187,                 2.2711,                 2.6596,                0.00171,                0.00171,                0.00171
